category,text
economie,"Arrêté de la chargée du ministère de l’économie, des finances et de l’appui à l'investissement du 20 août 2021, portant délégation de signature. La chargée du ministère de l’économie, des finances et de l’appui à l’investissement, Vu la Constitution, Vu la loi n° 83-112 du 12 décembre 1983, portant statut général des personnels de l’Etat, des collectivités locales et des établissements publics à caractère administratif, ensemble les textes qu’ils l’ont modifiée ou complétée, Vu le décret n°75-384 du 17 juin 1975, autorisant les ministres et secrétaires d’Etat à déléguer leur signature, Vu le décret gouvernemental n° 2016-1164 du 10 août 2016, portant organisation du ministère du développement, de l’investissement et de la coopération internationale tel que modifié et complète par le décret gouvernemental n° 2019-938 du 16 octobre 2019, Vu le décret gouvernemental n° 2017-379 du 21 mars 2017, chargeant Madame Samia Djebbi épouse Laabidi, administrateur en chef, des fonctions de directeur général des affaires financières et des équipements au ministère du développement, de l’investissement et de la coopération internationale, Vu le décret gouvernemental n° 2020-789 du 21 octobre 2020, portant création du ministère de l’économie, des finances et de l’appui à l’investissement, Vu le décret Présidentiel n° 2021-69 du 26 juillet 2021, portant cessation de fonctions du Chef du Gouvernement et de membres du Gouvernement, Vu le décret Présidentiel n° 2021-85 du 2 août 2021 portant nomination d’une chargée du ministère de l’économie, des finances et de l’appui à l’investissement. Arrête : Article premier - Conformément aux dispositions du sous-paragraphe 2 du premier paragraphe de l’article premier du décret n°75-384 du 17 juin 1975 susvisé, Mme Samia Djebbi épouse Laabidi, administrateur général, directeur général des affaires financières et des équipements au ministère de l’économie, des finances et de l’appui à l’investissement (section du développement, de l’investissement et de la coopération internationale), est habilitée à signer par délégation de la chargée du ministère de l’économie, des finances et de l’appui à l’investissement, tous les actes entrant dans le cadre de ses attributions à l’exception des actes à caractère réglementaire. Art. 2 - Le présent arrêté sera publié au Journal officiel de la République tunisienne et prend effet à compter du 2 août 2021. Tunis, le 20 août 2021. La chargée du ministère de l’économie, des finances et de l’appui à l'investissement Sihem Boughdiri Nemsia "
economie,"Arrêté de la chargée du ministère de l’économie, des finances et de l’appui à l'investissement du 17 août 2021, portant délégation de pouvoirs pour soulever et poursuivre les affaires publiques en matière d'infractions à la règlementation des changes. La chargée du ministère de l’économie, des finances et de l’appui à l'investissement, Vu la Constitution, Vu la loi n° 76-18 du 21 janvier 1976, portant refonte et codification de la législation des changes et du commerce extérieur régissant les relations entre la Tunisie et les pays étrangers, Vu la loi n° 95-46 du 15 mai 1995, portant statut général des agents des douanes, ensemble les textes qui l'ont modifiée ou complétée, Vu la loi n° 2008-34 du 2 juin 2008, portant promulgation du code des douanes, ensemble les textes qui l'ont modifiée ou complétée, Vu le décret n° 91-556 du 23 avril 1991, portant organisation du ministère des finances, Vu le décret n° 94-1845 du 6 septembre 1994, portant organisation de la direction générale des douanes, ensemble les textes qui l'ont modifié ou complété, Vu le décret n° 96-2311 du 3 décembre 1996, fixant le statut particulier du corps des agents des services douaniers, ensemble les textes qui l'ont modifié ou complété, Vu le décret n° 97-105 du 20 janvier 1997, règlementant les conditions d’attribution et de retrait des emplois fonctionnels et des emplois de commandement des douanes, Vu le décret Présidentiel n° 2021-69 du 26 juillet 2021, portant cessation de fonctions du Chef du Gouvernement et de membres du Gouvernement, Vu le décret Présidentiel n° 2021-85 du 2 août 2021, portant nomination d’une chargée du ministère de l’économie, des finances et de l’appui à l'investissement. Arrête : Article premier - La chargée du ministère de l’économie, des finances et de l’appui à l'investissement délègue à Madame Istabrak Ammous épouse Hdiji, colonel major des douanes, le pouvoir de soulever et de poursuivre les affaires publiques en matière d'infractions à la règlementation des changes. Art. 2 - Le présent arrêté sera publié au Journal officiel de la République tunisienne et prend effet à compter du 2 août 2021. Tunis, le 17 août 2021. La chargée du ministère de l’économie, des finances et de l’appui à l'investissement Sihem Boughdiri Nemsia"
economie,"Arrêté de la chargée du ministère de l’économie, des finances et de l’appui à l'investissement du 17 août 2021, portant délégation de pouvoirs pour soulever et poursuivre les affaires publiques en matière d'infractions à la règlementation des changes. La chargée du ministère de l’économie, des finances et de l’appui à l'investissement, Vu la Constitution, Vu la loi n° 76-18 du 21 janvier 1976, portant refonte et codification de la législation des changes et du commerce extérieur régissant les relations entre la Tunisie et les pays étrangers, Vu la loi n° 95-46 du 15 mai 1995, portant statut général des agents des douanes, ensemble les textes qui l'ont modifiée ou complétée, Vu la loi n° 2008-34 du 2 juin 2008, portant promulgation du code des douanes, ensemble les textes qui l'ont modifiée ou complétée, Vu le décret n° 91-556 du 23 avril 1991, portant organisation du ministère des finances, Vu le décret n° 94-1845 du 6 septembre 1994, portant organisation de la direction générale des douanes, ensemble les textes qui l'ont modifié ou complété, Vu le décret n° 96-2311 du 3 décembre 1996, fixant le statut particulier du corps des agents des services douaniers, ensemble les textes qui l'ont modifié ou complété, Vu le décret n° 97-105 du 20 janvier 1997, règlementant les conditions d’attribution et de retrait des emplois fonctionnels et des emplois de commandement des douanes, Vu le décret Présidentiel n° 2021-69 du 26 juillet 2021, portant cessation de fonctions du Chef du Gouvernement et de membres du Gouvernement, Vu le décret Présidentiel n° 2021-85 du 2 août 2021, portant nomination d’une chargée du ministère de l’économie, des finances et de l’appui à l'investissement. Arrête : Article premier - La chargée du ministère de l’économie, des finances et de l’appui à l'investissement délègue à Monsieur Taoufik Jallouli, colonel major des douanes, le pouvoir de soulever et de poursuivre les affaires publiques en matière d'infractions à la règlementation des changes. Art. 2 - Le présent arrêté sera publié au Journal officiel de la République tunisienne et prend effet à compter du 2 août 2021. Tunis, le 17 août 2021. La chargée du ministère de l’économie, des finances et de l’appui à l'investissement Sihem Boughdiri Nemsia "
economie,"Décret gouvernemental n° 2021-417 du 27 mai 2021, portant conclusion d'une convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à la gouvernance économique. Le Chef du Gouvernement, Sur proposition du ministre de l'économie, des finances et de l'appui à l'investissement, Vu la Constitution, notamment son article 92, Vu la loi n° 2016-29 du 5 avril 2016, relative au régime de ratification des traités, notamment son article 4, Vu le décret n° 92-1721 du 21 septembre 1992, fixant les attributions du ministère de la coopération internationale et de l'investissement extérieur, Vu le décret Présidentiel n° 2020-84 du 2 septembre 2020, portant nomination du Chef du Gouvernement et de ses membres, Vu le décret gouvernemental n° 2020-789 du 21 octobre 2020, portant création du ministère de l'économie, des finances et de l'appui à l'investissement, Vu la convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à la gouvernance économique, annexée au présent décret gouvernemental et signée à Tunis le 3 juillet 2020. Prend le décret gouvernemental dont la teneur suit: Article premier - Est conclue une convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à la gouvernance économique d'un montant de cent vingt millions (120.000.000) Euros, annexée au présent décret gouvernemental et signée à Tunis le 3 juillet 2020. Art. 2 - Le présent décret gouvernemental sera publié au Journal officiel de la République tunisienne. Tunis, le 27 mai 2021. Le Chef du Gouvernement Hichem Mechichi "
economie,"Décret gouvernemental n° 2021-416 du 27 mai 2021, portant conclusion d'une convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à l'inclusion sociale. Le Chef du Gouvernement, Sur proposition du ministre de l'économie, des finances et de l'appui à l'investissement, Vu la Constitution, notamment son article 92, Vu la loi n° 2016-29 du 5 avril 2016, relative au régime de ratification des traités, notamment son article 4, Vu le décret n° 92-1721 du 21 septembre 1992, fixant les attributions du ministère de la coopération internationale et de l'investissement extérieur, Vu le décret Présidentiel n° 2020-84 du 2 septembre 2020, portant nomination du Chef du Gouvernement et de ses membres, Vu le décret gouvernemental n° 2020-789 du 21 octobre 2020, portant création du ministère de l'économie, des finances et de l'appui à l'investissement, Vu la convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à l'inclusion sociale, annexée au présent décret gouvernemental et signée à Tunis le 14 août 2020. Prend le décret gouvernemental dont la teneur suit: Article premier - Est conclue une convention de don entre la République Tunisienne et l'Union Européenne pour le financement du programme d'appui à l'inclusion sociale d'un montant de cent millions (100 000 000) Euros, annexée au présent décret gouvernemental et signée à Tunis le 14 août 2020. Art. 2 - Le présent décret gouvernemental sera publié au Journal officiel de la République tunisienne. Tunis, le 27 mai 2021. Le Chef du Gouvernement Hichem Mechichi "
technologies,":Par arrêté du ministre des technologies de la communication du 22 mai 2024. Madame Yosra Kamoun Ktata est nommée membre représentant le ministère de l'économie et de la planification, au conseil d'entreprise de l'Agence Nationale des Fréquences, et ce, en remplacement de Madame Samira Rafrafi."
technologies,"Par arrêté du ministre des technologies de la communication du 10 mai 2024. Monsieur Nizar Badis est nommé membre représentant le ministère de l'intérieur au conseil d'administration de l'Office National de la Télédiffusion, et ce en remplacement de Monsieur Hassen Makhlouf."
technologies,"Par arrêté du ministre des technologies de la communication du 22 décembre 2023. Madame Ibtissem Askari est nommée membre représentant la présidence du gouvernement, au conseil d'administration du centre d'études et de recherches des télécommunications, et ce, en remplacement Madame Ilham Gheribi."
technologies,"Par arrêté du ministre des technologies de la communication du 26 décembre 2023. Monsieur Farhat Ouerghemi, est nommé membre représentant le ministère du commerce et de développement des exportations au conseil d'administration de l'office national des postes, et ce, en remplacement de Madame Lamia Abroug."
technologies,":Par arrêté du ministre des technologies de la communication du 25 mars 2024. Monsieur Abdessattar Hizem est nommé membre représentant le Centre informatique du ministère des finances au conseil d'entreprise du centre national de l'informatique, et ce, en remplacement de Monsieur Salah Meddeb."
technologies,"Par arrêté du ministre des technologies de la communication du 10 mai 2024. Monsieur Ahmed Megdich, ingénieur en chef, est chargé des foncions de directeur de la promotion des logiciels et des systèmes d’information à la direction générale des technologies de l’information au ministère des technologies de la communication à compter du 1er mai 2024."
technologies,":Par arrêté du ministre des technologies de la communication du 8 mars 2024. Madame Nadia Saadi est nommée membre représentant la Présidence du Gouvernement au conseil d'administration de l'Office National des Postes, et ce, en remplacement de Monsieur Mikhaïl ben Rabah."
technologies,"Par arrêté du ministre des technologies de la communication du 31 janvier 2024. Monsieur Wissem El Mekki est nommé membre représentant le ministère des technologies de la communication au conseil d'entreprise de l'Agence Nationale de la Cybersécurité, et ce, en remplacement de Monsieur Hayder Harraghi."
technologies,":Par arrêté du ministre des technologies de la communication du 6 février 2024. Monsieur Hayder Harraghi est nommé membre représentant le ministère des technologies de la communication, au conseil d’administration du centre d’études et de recherches des télécommunications, et ce, en emplacement Monsieur Wissem El Mekki."
technologies,"Par arrêté du ministre des technologies de la communication du 14 mars 2024. Monsieur Slim Ben Salem est nommé membre représentant la Présidence du Gouvernement au conseil d'administration du Pôle Technologique Smart Tunisian Technoparcs, et ce, en remplacement de Madame Rim Garnaoui."
technologies,"Par arrêté du ministre des technologies de la communication du 21 mai 2024. Sont nommés membres au conseil d'administration du Centre d'études et de recherches des télécommunications - Monsieur Mohamed Saïd membre représentant le ministère de l'industrie, des mines et de l'énergie, et ce, en remplacement de Monsieur Anis Ben Azouz, - Monsieur Sami Soudani membre représentant la Société nationale des télécommunications, et ce, en remplacement de Monsieur Abdelaziz Torkhani."
technologies,"Par arrêté du ministre des technologies de la communication du 28 juin 2024. Est retiré l'arrêté en date du 21 mai 2024, chargeant Mademoiselle Nesrine Hamaici, administrateur principal, des fonctions de directrice au bureau de la coopération internationale et des relations extérieures au ministère des technologies de la communication."
technologies,"Par arrêté du ministre des technologies de la chargeant Mademoiselle Nesrine Hamaici, administrateur principal, des fonctions de directrice au bureau de la coopération internationale et des relations extérieures au ministère des technologies de la communication."
technologies,"Par arrêté du ministre des technologies de la chargeant Mademoiselle Nesrine Hamaici, administrateur principal, des fonctions de directrice au bureau de la coopération internationale et des relations extérieures au ministère des technologies de la communication."
equipement et habitat,"Par arrêté de la ministre de l’équipement et de l’habitat du 4 juin 2024. Est nommé membre au conseil d'administration de la société générale d'entreprises, de matériels et de travaux, Monsieur Fathi Ayari représentant du ministère de l'équipement et de l'habitat et ce, en remplacement de Monsieur Zouhaier Azouzi."
equipement et habitat,":Par arrêté de la ministre de l’équipement et de l’habitat du 20 mai 2024. Les architectes principaux dont les noms suivent sont nommés dans le grade d'architecte en chef: - Salma Gharbi, - Sofien Zayen."
equipement et habitat,":Par arrêté de la ministre de l'équipement et de l'habitat du 15 avril 2024. Madame Jihen Ghwila, architecte principal, est chargée des fonctions de chef de service du suivi des études directrices et sectorielles en rapport avec l'aménagement des communes et des zones urbaines rattachés à l'unité de gestion par objectifs pour la coordination et la collaboration avec les collectivités locales pour l'achèvement du suivi de la réalisation des plans d'aménagement urbain dans les gouvernorats de Tunis, Ariana, Manouba, Ben Arous, Bizerte, Nabeul et Zaghouan au ministère de l'équipement et de l'habitat."
equipement et habitat,"Par arrêté de la ministre de l'équipement et de l'habitat du 3 avril 2024. Monsieur Hamza Jaballah, ingénieur en chef, est chargé des fonctions de sous-directeur du suivi et du contrôle des travaux de construction de l'hôpital régional catégorie « B» à Djelma, à l'unité de gestion par objectifs pour la réalisation des projets de construction des hôpitaux régionaux catégorie « B » à Djelma, Makthar, Haffouz et Ghardimaou au ministère de l'équipement et de l'habitat."
equipement et habitat,Par décret n° 2024-135 du 4 mars 2024. Monsieur Omar Saidani est chargé des fonctions de président directeur général de la société de promotion des logements sociaux.
equipement et habitat,"Par arrêté de la ministre de l'équipement et de l'habitat du 15 avril 2024. Monsieur Chokri Khelifi, ingénieur en chef, est chargé des fonctions de directeur de l'hydraulique urbaine au ministère de l'équipement et de l'habitat."
equipement et habitat,":Par arrêté de la ministre de l'équipement et de l'habitat du 1er juillet 2024. Monsieur Borhen Hmida, administrateur général, est nommé dans le grade d'administrateur général de la classe supérieure."
equipement et habitat,"Par arrêté de la ministre de l'équipement et de l'habitat du 14 juin 2024. Monsieur Sofiène Dridi, travailleur social conseiller, est chargé des fonctions de sous-directeur des services communs au Centre d'Essais et des Techniques de la Construction relevant du ministère de l'équipement et de l'habitat. Pour la légalisation de la signature le président de la municipalité ISSN.0330.7921 Certifié conforme le président directeur général de l'I.O.R.T"
equipement et habitat,"Par arrêté de la ministre de l'équipement et de l'habitat du 1er juillet 2024. Monsieur Borhen Hmida, administrateur général, est nommé dans le grade d'administrateur général de la classe supérieure. "
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 12 juillet 2024. Madame Raouia Sehli, administrateur conseiller, est chargée des fonctions de chef de service des affaires de la femme et de la famille à la sousdirection des services spécifiques au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées."
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 6 décembre 2023. Madame Amira Ajmi, professeur hors classe de la jeunesse et de l'enfance, est chargée des fonctions de chef de service du suivi des établissements d'enfance à la sous-direction des services spécifiques au commissariat régional des affaires de la femme et de la famille à Ben Arous au ministère de la famille, de la femme, de l'enfance et des personnes âgées."
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 12 juillet 2024. Monsieur Naoufel Baraket, professeur émérite de la jeunesse et de l'enfance, est chargé des fonctions de sous-directeur des services communs au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées."
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 3 mai 2024. Madame Rahima Rouissi, travailleur social conseiller, est chargée des fonctions de sous-directeur à l'unité de gestion par objectifs au ministère de la femme, de la famille, de l'enfance et des personnes âgées pour le suivi du projet de réforme de la gestion du budget de l'Etat, au ministère de la famille, de la femme, de l'enfance et des personnes âgées à compter du 27 avril 2024."
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 24 avril 2024. Les administrateurs en chef dont les noms suivent sont nommés au grade d'administrateur général des administrations publiques au ministère de la famille, de la femme, de l'enfance et des personnes âgées à compter du 24 avril 2024 - Madame Olfa Zwawi, - Monsieur Houcine Toumi."
famille et services sociaux,"Arrêté de la ministre de la famille, de la femme, de l’enfance et des personnes âgées du 4 juillet 2024, portant ouverture d’un concours interne sur dossiers pour la promotion au grade de professeur émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées au titre de l’année 2023. La ministre de la famille, de la femme, de l’enfance et des personnes âgées, Vu la Constitution, Vu la loi n° 83-112 du 12 décembre 1983, portant statut général des personnels de l'Etat, des collectivités locales et des établissements publics à caractère administratif, ensemble les textes qui l'ont modifiée ou complétée dont le dernier en date la loi n° 2023-13 du 11 décembre 2023 portant loi de finances pour l’année 2024, Vu le décret n° 2014-1808 du 19 mai 2014, fixant le statut particulier du corps des personnels enseignants relevant du ministère de la jeunesse et du sport et du ministère de la femme, de la famille, et de l’enfance, ensemble les textes qui l’ont modifié ou complété dont le dernier en date le décret gouvernemental n° 2019-956 du 16 octobre 2019, Vu le décret Présidentiel n° 2021-138 du 11 octobre 2021 portant nomination des membres du Gouvernement, Vu le décret n° 2023-550 du 1er août 2023, portant nomination du Chef du Gouvernement, Vu l'arrêté de la ministre de la famille, de la femme, de l’enfance et des personnes âgées du 24 avril 2023, fixant les modalités d'organisation du concours interne sur dossiers pour la promotion au grade de professeur émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées. Arrête Article premier - Est ouvert au ministère de la famille, de la femme, de l’enfance et des personnes âgées, le 26 août 2024 et jours suivants, un concours interne sur dossiers pour la promotion au grade de professeur émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées. Art. 2 - Le nombre de postes à pourvoir est fixé à vingt(20) postes. Art. 3 - La date de clôture de la liste des candidatures est fixée au 26 juillet 2024. Art. 4 - Le présent arrêté sera publié au Journal officiel de la République tunisienne. Tunis, le 4 juillet 2024. La ministre de la famille, de la femme, de l’enfance et des personnes âgées Amel Bel Haj Vu Le Chef du Gouvernement Ahmed Hachani"
famille et services sociaux,"Arrêté de la ministre de la famille, de la femme, de l’enfance et des personnes âgées du 4 juillet 2024, portant ouverture d’un concours interne sur dossiers pour la promotion au grade de professeur principal émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées au titre de l’année 2023. La ministre de la famille, de la femme, de l’enfance et des personnes âgées, Vu la Constitution, Vu la loi n° 83-112 du 12 décembre 1983, portant statut général des personnels de l'Etat, des collectivités locales et des établissements publics à caractère administratif, ensemble les textes qui l'ont modifiée ou complétée dont le dernier en date la loi n° 2023-13 du 11 décembre 2023 portant loi de finances pour l’année 2024, Vu le décret n° 2014-1808 du 19 mai 2014, fixant le statut particulier du corps des personnels enseignants relevant du ministère de la jeunesse et du sport et du ministère de la femme, de la famille, et de l’enfance, ensemble les textes qui l’ont modifié ou complété dont le dernier en date le décret gouvernemental n° 2019-956 du 16 octobre 2019, Vu le décret Présidentiel n° 2021-138 du 11 octobre 2021 portant nomination des membres du Gouvernement, Vu le décret n° 2023-550 du 1er août 2023, portant nomination du Chef du Gouvernement, Vu l'arrêté de la ministre de la famille, de la femme, de l’enfance et des personnes âgées du 24 avril 2023, fixant les modalités d'organisation du concours interne sur dossiers pour la promotion au grade de professeur principal émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées. Arrête Article premier - Est ouvert au ministère de la famille, de la femme, de l’enfance et des personnes âgées, le 26 août 2024 et jours suivants, un concours interne sur dossiers pour la promotion au grade de professeur principal émérite classe exceptionnelle de la jeunesse et de l’enfance du corps des personnels enseignants relevant du ministère des affaires de la jeunesse et du sport et du ministère de la femme, de la famille, de l’enfance et des personnes âgées. Art. 2 - Le nombre de postes à pourvoir est fixé à quatre (4) postes. Art. 3 - La date de clôture de la liste des candidatures est fixée au 26 juillet 2024. Art. 4 - Le présent arrêté sera publié au Journal officiel de la République tunisienne. Tunis, le 4 juillet 2024. La ministre de la famille, de la femme, de l’enfance et des personnes âgées Amel Bel Haj Vu Le Chef du Gouvernement Ahmed Hachani"
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 12 juillet 2024. Madame Wided Souid, gestionnaire en chef de documents et d'archives, est chargée des fonctions de chef de service des personnes âgées à la sous-direction des services spécifiques au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées."
famille et services sociaux,":Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées du 3 mai 2024. Monsieur Fakhredine Dougueri, administrateur conseiller, est chargé des fonctions de chef de service de soutien des familles avec nécessités spécifiques, à la sous-direction de soutien de la famille à la direction des affaires de la famille à la direction générale des affaires de la femme et de la famille au ministère de la famille, de la femme, de l'enfance et des personnes âgées."
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées Monsieur Naoufel Baraket, professeur émérite de la jeunesse et de l'enfance, est chargé des fonctions de sous-directeur des services communs au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées"
famille et services sociaux,"Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées Madame Raouia Sehli, administrateur conseiller, est chargée des fonctions de chef de service des affaires de la femme et de la famille à la sous- direction des services spécifiques au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées. Par arrêté de la ministre de la famille, de la femme, de l'enfance et des personnes âgées Madame Wided Souid, gestionnaire en chef de documents et d'archives, est chargée des fonctions de chef de service des personnes âgées à la sous-direction des services spécifiques au commissariat régional des affaires de la femme et de la famille à Nabeul au ministère de la famille, de la femme, de l'enfance et des personnes âgées"
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 1er juillet 2024. Les ingénieurs principaux dont les noms suivent, sont nommés dans le grade d'ingénieur en chef au corps commun des ingénieurs des administrations publiques au ministère de l'emploi et de la formation professionnelle  - Maha Bennejma, - Aymen Bouallagui, - Abdennaceur Ayeb, - Mohamed Amine Jbili."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 1er juillet 2024. Les techniciens principaux dont les noms suivent, sont nommés dans le grade de technicien en chef au corps technique commun des administrations publiques au ministère de l'emploi et de la formation professionnelle - Ahmed Saida, - Fatima Khlifi, - Abderhamen Oumari."
travail et emploi,"Arrêté du ministre de l'emploi et de la formation professionnelle du 8 février 2024, portant délégation de signature. Le ministre de l'emploi et de la formation professionnelle, Vu la Constitution, Vu la loi n° 83-112 du 12 décembre 1983 portant statut général des personnels de l'Etat, des collectivités locales et des établissements publics à caractère administratif, ensemble les textes qui l'ont modifiée ou complétée, Vu le décret n° 75-384 du 17 juin 1975, autorisant les ministres et secrétaires d'Etat à déléguer leur signature, Vu le décret n° 2009-1404 du 4 mai 2009 portant nomination de Monsieur Ahmed Messaoudi, chef de bureau de l'émigration ct de la main d'œuvre étrangère avec rang et avantages alloués à un directeur général d'administration centrale au ministère de l'emploi et de l'insertion professionnelle des jeunes, Vu le décret gouvernemental n° 2019-856 du 26 septembre 2019, portant organisation du ministère de la formation professionnelle et de l'emploi, Vu le décret n° 2023-550 du 1er août 2023, portant nomination du Chef du Gouvernement, Vu le décret n° 2024-77 du 24 janvier 2024, portant nomination d'un membre du Gouvernement. Arrête Article premier - Conformément aux dispositions du sous-paragraphe 2 du premier paragraphe de l'article premier du décret susvisé n° 75-384 du 17 juin 1975 Monsieur Ahmed Messaoudi, chef de bureau de l'émigration et de la main d'œuvre étrangère au ministère de l'emploi et de la formation professionnelle, est habilité à signer par délégation du ministre de l'emploi et de la formation professionnelle, tous les actes entrant dans le cadre de ses attributions à l'exception des actes à caractère réglementaire. Art. 2 - Le présent arrêté prend effet à compter du 24 janvier 2024. Art. 3 - Le présent arrêté sera publié au Journal officiel de la République tunisienne. Tunis, le 8 février 2024. Le ministre de l'emploi et de la formation professionnelle Lotfi Dhiab"
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 1er mars 2024. Les administrateurs conseillers dont les noms suivent sont nommés par voie de promotion exceptionnelle dans le grade d'administrateur en chef au corps administratif commun des administrations publiques au ministère de l'emploi et de la formation professionnelle. - Faiez Chelbi, - Mohamed Taher Ben Hassine."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 5 mars 2024. Monsieur Mohamed Baby, gestionnaire conseiller de documents et d'archives, est nommé dans le grade de gestionnaire en chef de documents et d'archives au corps des gestionnaires de documents et d'archives au ministère de l'emploi et de la formation professionnelle."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 12 avril 2024. Madame Abir Hachani, conseiller de presse en chef, est nommé dans le grade de conseiller de presse général au corps commun du personnel de presse exerçant dans les administrations publiques au ministère de l'emploi et de la formation professionnelle."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 12 avril 2024. Madame Latifa Gharssali, psychologue principal, est nommée dans le grade de psychologue en chef appartenant au corps des psychologues des administrations publiques au ministère de l'emploi et de la formation professionnelle."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 1er juillet 2024. Les ingénieurs principaux dont les noms suivent, sont nommés dans le grade d'ingénieur en chef au corps commun des ingénieurs des administrations publiques au ministère de l'emploi et de la formation professionnelle - Maha Bennejma, - Aymen Bouallagui, - Abdennaceur Ayeb, - Mohamed Amine Jbili."
travail et emploi,"Par arrêté du ministre de l’emploi et de la formation professionnelle du 17 avril 2024.Il est mis fin aux fonctions de Monsieur Hafedh Saadaoui, travailleur social en chef, directeur régional de l’emploi et de la formation professionnelle de Ben Arous à compter du 17 avril 2024."
travail et emploi,"Par arrêté du ministre de l'emploi et de la formation professionnelle du 1er juillet 2024. Les techniciens principaux dont les noms suivent, sont nommés dans le grade de technicien en chef au corps technique commun des administrations publiques au ministère de l'emploi et de la formation professionnelle - Ahmed Saida, - Fatima Khlifi, - Abderhamen Oumari. Pour la légalisation de la signature le président de la municipalité ISSN.0330.7921 Certifié conforme  le président directeur général de l'I.O.R.T"
défense et sécurité,Par arrêté du ministre de la défense nationale du 22 mars 2024. Le commandant pharmacien Wassim Chaâbouni est nommé membre au conseil d'administration de l'hôpital militaire universitaire de Sfax représentant les pharmaciens exerçant au sein de l'hôpital.
